날짜,종가,오픈,고가,저가,거래량,변동 %
2021년 07월 26일,"4,422.23","4,409.58","4,422.73","4,405.45",-,0.24%
2021년 07월 23일,"4,411.80","4,381.20","4,415.18","4,381.20",-,1.01%
2021년 07월 22일,"4,367.48","4,361.27","4,369.31","4,350.06",-,0.20%
2021년 07월 21일,"4,358.69","4,331.13","4,359.70","4,331.13",-,0.82%
2021년 07월 20일,"4,323.21","4,265.11","4,336.84","4,262.05",-,1.52%
2021년 07월 19일,"4,258.63","4,296.40","4,296.40","4,233.13",-,-1.58%
2021년 07월 16일,"4,327.16","4,367.43","4,375.09","4,322.53",-,-0.75%
2021년 07월 15일,"4,360.03","4,369.02","4,369.02","4,340.70",-,-0.33%
2021년 07월 14일,"4,374.30","4,380.11","4,393.68","4,362.36",-,0.12%
2021년 07월 13일,"4,369.21","4,381.07","4,392.37","4,366.92",-,-0.35%
2021년 07월 12일,"4,384.63","4,372.41","4,386.68","4,364.03",-,0.35%
2021년 07월 09일,"4,369.55","4,329.38","4,371.60","4,329.38",-,1.13%
2021년 07월 08일,"4,320.82","4,321.07","4,330.88","4,289.37",-,-0.86%
2021년 07월 07일,"4,358.13","4,351.01","4,361.88","4,329.79",-,0.34%
2021년 07월 06일,"4,343.54","4,356.46","4,356.46","4,314.37",-,-0.20%
2021년 07월 02일,"4,352.34","4,326.60","4,355.43","4,326.60",-,0.75%
2021년 07월 01일,"4,319.94","4,300.73","4,320.66","4,300.73",-,0.52%
2021년 06월 30일,"4,297.50","4,290.65","4,302.43","4,287.96",-,0.13%
2021년 06월 29일,"4,291.80","4,293.21","4,300.52","4,287.04",-,0.03%
2021년 06월 28일,"4,290.61","4,284.90","4,292.14","4,274.67",-,0.23%
2021년 06월 25일,"4,280.70","4,274.45","4,286.12","4,271.16",-,0.33%
2021년 06월 24일,"4,266.49","4,256.97","4,271.28","4,256.97",-,0.58%
2021년 06월 23일,"4,241.84","4,249.27","4,256.60","4,241.43",-,-0.11%
2021년 06월 22일,"4,246.44","4,224.61","4,255.84","4,217.27",-,0.51%
2021년 06월 21일,"4,224.79","4,173.40","4,226.24","4,173.40",-,1.40%
2021년 06월 18일,"4,166.45","4,204.78","4,204.78","4,164.40",-,-1.31%
2021년 06월 17일,"4,221.86","4,220.37","4,232.29","4,196.05",-,-0.04%
2021년 06월 16일,"4,223.70","4,248.87","4,251.89","4,202.45",-,-0.54%
2021년 06월 15일,"4,246.59","4,255.28","4,257.16","4,238.35",-,-0.20%
2021년 06월 14일,"4,255.15","4,248.31","4,255.59","4,234.07",-,0.18%
2021년 06월 11일,"4,247.44","4,242.90","4,248.38","4,232.25",-,0.19%
2021년 06월 10일,"4,239.18","4,228.56","4,249.74","4,220.34",-,0.47%
2021년 06월 09일,"4,219.55","4,232.99","4,237.09","4,218.74",-,-0.18%
2021년 06월 08일,"4,227.26","4,233.81","4,236.74","4,208.41",-,0.02%
2021년 06월 07일,"4,226.52","4,229.34","4,232.34","4,215.66",-,-0.08%
2021년 06월 04일,"4,229.89","4,206.05","4,233.45","4,206.05",-,0.88%
2021년 06월 03일,"4,192.85","4,191.43","4,204.39","4,167.93",-,-0.36%
2021년 06월 02일,"4,208.12","4,206.82","4,217.37","4,198.27",-,0.14%
2021년 06월 01일,"4,202.04","4,216.52","4,234.12","4,197.59",-,-0.05%
2021년 05월 28일,"4,204.11","4,210.77","4,218.36","4,203.57",-,0.08%
2021년 05월 27일,"4,200.88","4,201.94","4,213.38","4,197.78",-,0.12%
2021년 05월 26일,"4,195.99","4,191.59","4,202.61","4,184.11",-,0.19%
2021년 05월 25일,"4,188.13","4,205.94","4,213.42","4,182.52",-,-0.21%
2021년 05월 24일,"4,197.05","4,170.16","4,209.52","4,170.16",-,0.99%
2021년 05월 21일,"4,155.86","4,168.61","4,188.72","4,151.72",-,-0.08%
2021년 05월 20일,"4,159.12","4,121.97","4,172.80","4,121.97",-,1.06%
2021년 05월 19일,"4,115.68","4,098.45","4,116.93","4,061.41",-,-0.29%
2021년 05월 18일,"4,127.83","4,165.94","4,169.15","4,125.99",-,-0.85%
2021년 05월 17일,"4,163.29","4,169.92","4,171.92","4,142.69",-,-0.25%
2021년 05월 14일,"4,173.85","4,129.58","4,183.13","4,129.58",-,1.49%
2021년 05월 13일,"4,112.50","4,074.99","4,131.58","4,074.99",-,1.22%
2021년 05월 12일,"4,063.04","4,130.55","4,134.73","4,056.88",-,-2.14%
2021년 05월 11일,"4,152.10","4,150.34","4,162.04","4,111.53",-,-0.87%
2021년 05월 10일,"4,188.43","4,228.29","4,236.39","4,188.13",-,-1.04%
2021년 05월 07일,"4,232.60","4,210.34","4,238.04","4,201.64",-,0.74%
2021년 05월 06일,"4,201.62","4,169.14","4,202.70","4,147.33",-,0.82%
2021년 05월 05일,"4,167.59","4,177.06","4,187.72","4,160.94",-,0.07%
2021년 05월 04일,"4,164.66","4,179.04","4,179.04","4,128.59",-,-0.67%
2021년 05월 03일,"4,192.66","4,191.98","4,209.39","4,188.03",-,0.27%
2021년 04월 30일,"4,181.17","4,198.10","4,198.10","4,174.85",-,-0.72%
2021년 04월 29일,"4,211.47","4,206.14","4,218.78","4,176.81",-,0.68%
2021년 04월 28일,"4,183.18","4,185.14","4,201.53","4,181.78",-,-0.08%
2021년 04월 27일,"4,186.72","4,188.25","4,193.35","4,176.22",-,-0.02%
2021년 04월 26일,"4,187.62","4,185.03","4,194.19","4,182.36",-,0.18%
2021년 04월 23일,"4,180.17","4,138.78","4,194.17","4,138.78",-,1.09%
2021년 04월 22일,"4,134.98","4,170.46","4,179.57","4,123.69",-,-0.92%
2021년 04월 21일,"4,173.42","4,128.42","4,175.02","4,126.35",-,0.93%
2021년 04월 20일,"4,134.94","4,159.18","4,159.18","4,118.38",-,-0.68%
2021년 04월 19일,"4,163.26","4,179.80","4,180.81","4,150.47",-,-0.53%
2021년 04월 16일,"4,185.47","4,174.14","4,191.31","4,170.75",-,0.36%
2021년 04월 15일,"4,170.42","4,139.76","4,173.49","4,139.76",-,1.11%
2021년 04월 14일,"4,124.66","4,141.58","4,151.69","4,120.87",-,-0.41%
2021년 04월 13일,"4,141.59","4,130.10","4,148.00","4,124.43",-,0.33%
2021년 04월 12일,"4,127.99","4,124.71","4,131.76","4,114.82",-,-0.02%
2021년 04월 09일,"4,128.80","4,096.11","4,129.48","4,095.51",-,0.77%
2021년 04월 08일,"4,097.17","4,089.95","4,098.19","4,082.54",-,0.42%
2021년 04월 07일,"4,079.95","4,074.29","4,083.13","4,068.31",-,0.15%
2021년 04월 06일,"4,073.94","4,075.57","4,086.23","4,068.14",-,-0.10%
2021년 04월 05일,"4,077.91","4,034.44","4,083.42","4,034.44",-,1.44%
2021년 04월 01일,"4,019.87","3,992.78","4,020.63","3,992.78",-,1.18%
2021년 03월 31일,"3,972.89","3,967.25","3,994.41","3,966.98",-,0.36%
2021년 03월 30일,"3,958.55","3,963.34","3,968.01","3,944.35",-,-0.32%
2021년 03월 29일,"3,971.09","3,969.31","3,981.83","3,943.25",-,-0.09%
2021년 03월 26일,"3,974.54","3,917.12","3,978.19","3,917.12",-,1.66%
2021년 03월 25일,"3,909.52","3,879.34","3,919.54","3,853.50",-,0.52%
2021년 03월 24일,"3,889.14","3,919.93","3,942.08","3,889.07",-,-0.55%
2021년 03월 23일,"3,910.52","3,937.60","3,949.13","3,901.57",-,-0.76%
2021년 03월 22일,"3,940.59","3,916.48","3,955.31","3,914.16",-,0.70%
2021년 03월 19일,"3,913.10","3,913.14","3,930.12","3,886.75",-,-0.06%
2021년 03월 18일,"3,915.46","3,953.50","3,969.62","3,910.86",-,-1.48%
2021년 03월 17일,"3,974.12","3,949.57","3,983.87","3,935.74",-,0.29%
2021년 03월 16일,"3,962.71","3,973.59","3,981.04","3,953.44",-,-0.16%
2021년 03월 15일,"3,968.94","3,942.96","3,970.08","3,923.54",-,0.65%
2021년 03월 12일,"3,943.34","3,924.52","3,944.99","3,915.21",-,0.10%
2021년 03월 11일,"3,939.34","3,915.54","3,960.27","3,915.54",-,1.04%
2021년 03월 10일,"3,898.81","3,891.99","3,917.35","3,885.73",-,0.60%
2021년 03월 09일,"3,875.44","3,851.93","3,903.76","3,851.93",-,1.42%
2021년 03월 08일,"3,821.35","3,844.39","3,881.06","3,819.25",-,-0.54%
2021년 03월 05일,"3,841.94","3,793.58","3,851.69","3,730.19",-,1.95%
2021년 03월 04일,"3,768.47","3,818.53","3,843.67","3,723.34",-,-1.34%
2021년 03월 03일,"3,819.72","3,863.99","3,874.47","3,818.86",-,-1.31%
2021년 03월 02일,"3,870.29","3,903.64","3,906.41","3,868.57",-,-0.81%
2021년 03월 01일,"3,901.82","3,842.51","3,914.50","3,842.51",-,2.38%
2021년 02월 26일,"3,811.15","3,839.66","3,861.08","3,789.54",-,-0.48%
2021년 02월 25일,"3,829.34","3,915.80","3,925.02","3,814.04",-,-2.45%
2021년 02월 24일,"3,925.43","3,873.71","3,928.65","3,859.60",-,1.14%
2021년 02월 23일,"3,881.37","3,857.07","3,895.98","3,805.59",-,0.13%
2021년 02월 22일,"3,876.50","3,885.55","3,902.92","3,874.71",-,-0.77%
2021년 02월 19일,"3,906.71","3,921.16","3,930.41","3,903.07",-,-0.19%
2021년 02월 18일,"3,913.97","3,915.86","3,921.98","3,885.03",-,-0.44%
2021년 02월 17일,"3,931.33","3,918.50","3,933.61","3,900.43",-,-0.03%
2021년 02월 16일,"3,932.59","3,939.61","3,950.43","3,923.85",-,-0.06%
2021년 02월 12일,"3,934.83","3,911.65","3,937.23","3,905.78",-,0.47%
2021년 02월 11일,"3,916.38","3,916.40","3,925.99","3,890.39",-,0.17%
2021년 02월 10일,"3,909.88","3,920.78","3,931.50","3,884.94",-,-0.03%
2021년 02월 09일,"3,911.23","3,910.49","3,918.35","3,902.64",-,-0.11%
2021년 02월 08일,"3,915.59","3,892.59","3,915.77","3,892.59",-,0.74%
2021년 02월 05일,"3,886.83","3,878.30","3,894.56","3,874.93",-,0.39%
2021년 02월 04일,"3,871.74","3,836.66","3,872.42","3,836.66",-,1.09%
2021년 02월 03일,"3,830.17","3,840.27","3,847.51","3,816.68",-,0.10%
2021년 02월 02일,"3,826.31","3,791.84","3,843.09","3,791.84",-,1.39%
2021년 02월 01일,"3,773.86","3,731.17","3,784.32","3,725.62",-,1.61%
2021년 01월 29일,"3,714.24","3,778.05","3,778.05","3,694.12",-,-1.93%
2021년 01월 28일,"3,787.38","3,755.75","3,830.50","3,755.75",-,0.98%
2021년 01월 27일,"3,750.77","3,836.83","3,836.83","3,732.48",-,-2.57%
2021년 01월 26일,"3,849.62","3,862.96","3,870.90","3,847.78",-,-0.15%
2021년 01월 25일,"3,855.36","3,851.68","3,859.23","3,797.16",-,0.36%
2021년 01월 22일,"3,841.47","3,844.24","3,852.31","3,830.41",-,-0.30%
2021년 01월 21일,"3,853.07","3,857.46","3,861.45","3,845.05",-,0.03%
2021년 01월 20일,"3,851.85","3,816.22","3,859.75","3,816.22",-,1.39%
2021년 01월 19일,"3,798.91","3,781.88","3,804.53","3,780.37",-,0.81%
